date,year,month,month_name,day,day_of_week,day_of_week_num,week_of_year,is_weekend,is_holiday,weather,product,actual_demand,production,sales,waste,stockout,price,cost_per_unit,revenue,production_cost,waste_cost,profit,service_level,shelf_life_days
2023-01-06,2023,1,January,6,Friday,4,1,False,False,Sunny,Sandwich,31,31,31,0,0,6.5,2.8,201.5,86.8,0.0,114.7,100.0,1
2023-01-06,2023,1,January,6,Friday,4,1,False,False,Sunny,Donut,40,45,40,5,0,2.5,0.8,100.0,36.0,4.0,64.0,100.0,2
2023-01-06,2023,1,January,6,Friday,4,1,False,False,Sunny,Muffin,28,33,28,5,0,3.2,1.1,89.6,36.3,5.5,53.3,100.0,2
2023-01-06,2023,1,January,6,Friday,4,1,False,False,Sunny,Cinnamon_Roll,25,24,24,0,1,4.0,1.5,96.0,36.0,0.0,60.0,96.0,2
2023-01-07,2023,1,January,7,Saturday,5,1,True,False,Sunny,Croissant,49,50,49,1,0,3.5,1.2,171.5,60.0,1.2,111.5,100.0,1
2023-01-07,2023,1,January,7,Saturday,5,1,True,False,Sunny,Baguette,66,64,64,0,2,2.8,0.9,179.2,57.6,0.0,121.6,96.97,1
2023-01-07,2023,1,January,7,Saturday,5,1,True,False,Sunny,Sourdough,37,35,35,0,2,5.5,2.0,192.5,70.0,0.0,122.5,94.59,3
2023-01-07,2023,1,January,7,Saturday,5,1,True,False,Sunny,Sandwich,40,40,40,0,0,6.5,2.8,260.0,112.0,0.0,148.0,100.0,1
2023-01-07,2023,1,January,7,Saturday,5,1,True,False,Sunny,Donut,50,57,50,7,0,2.5,0.8,125.0,45.6,5.6,79.4,100.0,2
2023-01-07,2023,1,January,7,Saturday,5,1,True,False,Sunny,Muffin,35,43,35,8,0,3.2,1.1,112.0,47.3,8.8,64.7,100.0,2
2023-01-07,2023,1,January,7,Saturday,5,1,True,False,Sunny,Cinnamon_Roll,22,31,22,9,0,4.0,1.5,88.0,46.5,13.5,41.5,100.0,2
2023-01-08,2023,1,January,8,Sunday,6,1,True,False,Sunny,Croissant,49,46,46,0,3,3.5,1.2,161.0,55.2,0.0,105.8,93.88,1
2023-01-08,2023,1,January,8,Sunday,6,1,True,False,Sunny,Baguette,45,60,45,15,0,2.8,0.9,126.0,54.0,13.5,72.0,100.0,1
2023-01-08,2023,1,January,8,Sunday,6,1,True,False,Sunny,Sourdough,24,33,24,9,0,5.5,2.0,132.0,66.0,18.0,66.0,100.0,3
2023-01-08,2023,1,January,8,Sunday,6,1,True,False,Sunny,Sandwich,38,37,37,0,1,6.5,2.8,240.5,103.6,0.0,136.9,97.37,1
2023-01-08,2023,1,January,8,Sunday,6,1,True,False,Sunny,Donut,58,53,53,0,5,2.5,0.8,132.5,42.4,0.0,90.1,91.38,2
2023-01-08,2023,1,January,8,Sunday,6,1,True,False,Sunny,Muffin,36,40,36,4,0,3.2,1.1,115.2,44.0,4.4,71.2,100.0,2
2023-01-08,2023,1,January,8,Sunday,6,1,True,False,Sunny,Cinnamon_Roll,30,29,29,0,1,4.0,1.5,116.0,43.5,0.0,72.5,96.67,2
2023-01-09,2023,1,January,9,Monday,0,2,False,False,Sunny,Croissant,31,29,29,0,2,3.5,1.2,101.5,34.8,0.0,66.7,93.55,1
2023-01-09,2023,1,January,9,Monday,0,2,False,False,Sunny,Baguette,40,37,37,0,3,2.8,0.9,103.6,33.3,0.0,70.3,92.5,1
2023-01-09,2023,1,January,9,Monday,0,2,False,False,Sunny,Sourdough,24,20,20,0,4,5.5,2.0,110.0,40.0,0.0,70.0,83.33,3
2023-01-09,2023,1,January,9,Monday,0,2,False,False,Sunny,Sandwich,23,23,23,0,0,6.5,2.8,149.5,64.4,0.0,85.1,100.0,1
2023-01-09,2023,1,January,9,Monday,0,2,False,False,Sunny,Donut,47,33,33,0,14,2.5,0.8,82.5,26.4,0.0,56.1,70.21,2
2023-01-09,2023,1,January,9,Monday,0,2,False,False,Sunny,Muffin,20,25,20,5,0,3.2,1.1,64.0,27.5,5.5,36.5,100.0,2
2023-01-09,2023,1,January,9,Monday,0,2,False,False,Sunny,Cinnamon_Roll,16,18,16,2,0,4.0,1.5,64.0,27.0,3.0,37.0,100.0,2
2023-01-10,2023,1,January,10,Tuesday,1,2,False,False,Sunny,Croissant,29,30,29,1,0,3.5,1.2,101.5,36.0,1.2,65.5,100.0,1
2023-01-10,2023,1,January,10,Tuesday,1,2,False,False,Sunny,Baguette,38,39,38,1,0,2.8,0.9,106.4,35.1,0.9,71.3,100.0,1
2023-01-10,2023,1,January,10,Tuesday,1,2,False,False,Sunny,Sourdough,20,22,20,2,0,5.5,2.0,110.0,44.0,4.0,66.0,100.0,3
2023-01-10,2023,1,January,10,Tuesday,1,2,False,False,Sunny,Sandwich,23,24,23,1,0,6.5,2.8,149.5,67.2,2.8,82.3,100.0,1
2023-01-10,2023,1,January,10,Tuesday,1,2,False,False,Sunny,Donut,23,35,23,12,0,2.5,0.8,57.5,28.0,9.6,29.5,100.0,2
2023-01-10,2023,1,January,10,Tuesday,1,2,False,False,Sunny,Muffin,24,26,24,2,0,3.2,1.1,76.8,28.6,2.2,48.2,100.0,2
2023-01-10,2023,1,January,10,Tuesday,1,2,False,False,Sunny,Cinnamon_Roll,19,19,19,0,0,4.0,1.5,76.0,28.5,0.0,47.5,100.0,2
2023-01-11,2023,1,January,11,Wednesday,2,2,False,False,Sunny,Croissant,27,32,27,5,0,3.5,1.2,94.5,38.4,6.0,56.1,100.0,1
2023-01-11,2023,1,January,11,Wednesday,2,2,False,False,Sunny,Baguette,44,41,41,0,3,2.8,0.9,114.8,36.9,0.0,77.9,93.18,1
2023-01-11,2023,1,January,11,Wednesday,2,2,False,False,Sunny,Sourdough,21,23,21,2,0,5.5,2.0,115.5,46.0,4.0,69.5,100.0,3
2023-01-11,2023,1,January,11,Wednesday,2,2,False,False,Sunny,Sandwich,23,26,23,3,0,6.5,2.8,149.5,72.8,8.4,76.7,100.0,1
2023-01-11,2023,1,January,11,Wednesday,2,2,False,False,Sunny,Donut,38,37,37,0,1,2.5,0.8,92.5,29.6,0.0,62.9,97.37,2
2023-01-11,2023,1,January,11,Wednesday,2,2,False,False,Sunny,Muffin,31,27,27,0,4,3.2,1.1,86.4,29.7,0.0,56.7,87.1,2
2023-01-11,2023,1,January,11,Wednesday,2,2,False,False,Sunny,Cinnamon_Roll,20,20,20,0,0,4.0,1.5,80.0,30.0,0.0,50.0,100.0,2
2023-01-12,2023,1,January,12,Thursday,3,2,False,False,Sunny,Croissant,34,34,34,0,0,3.5,1.2,119.0,40.8,0.0,78.2,100.0,1
2023-01-12,2023,1,January,12,Thursday,3,2,False,False,Sunny,Baguette,42,44,42,2,0,2.8,0.9,117.6,39.6,1.8,78.0,100.0,1
2023-01-12,2023,1,January,12,Thursday,3,2,False,False,Sunny,Sourdough,26,24,24,0,2,5.5,2.0,132.0,48.0,0.0,84.0,92.31,3
2023-01-12,2023,1,January,12,Thursday,3,2,False,False,Sunny,Sandwich,23,27,23,4,0,6.5,2.8,149.5,75.6,11.2,73.9,100.0,1
2023-01-12,2023,1,January,12,Thursday,3,2,False,False,Sunny,Donut,35,39,35,4,0,2.5,0.8,87.5,31.2,3.2,56.3,100.0,2
2023-01-12,2023,1,January,12,Thursday,3,2,False,False,Sunny,Muffin,26,29,26,3,0,3.2,1.1,83.2,31.9,3.3,51.3,100.0,2
2023-01-12,2023,1,January,12,Thursday,3,2,False,False,Sunny,Cinnamon_Roll,16,21,16,5,0,4.0,1.5,64.0,31.5,7.5,32.5,100.0,2
2023-01-13,2023,1,January,13,Friday,4,2,False,False,Rainy,Croissant,17,30,17,13,0,3.5,1.2,59.5,36.0,15.6,23.5,100.0,1
2023-01-13,2023,1,January,13,Friday,4,2,False,False,Rainy,Baguette,39,39,39,0,0,2.8,0.9,109.2,35.1,0.0,74.1,100.0,1
2023-01-13,2023,1,January,13,Friday,4,2,False,False,Rainy,Sourdough,19,21,19,2,0,5.5,2.0,104.5,42.0,4.0,62.5,100.0,3
2023-01-13,2023,1,January,13,Friday,4,2,False,False,Rainy,Sandwich,22,24,22,2,0,6.5,2.8,143.0,67.2,5.6,75.8,100.0,1
2023-01-13,2023,1,January,13,Friday,4,2,False,False,Rainy,Donut,35,34,34,0,1,2.5,0.8,85.0,27.2,0.0,57.8,97.14,2
2023-01-13,2023,1,January,13,Friday,4,2,False,False,Rainy,Muffin,24,26,24,2,0,3.2,1.1,76.8,28.6,2.2,48.2,100.0,2
2023-01-13,2023,1,January,13,Friday,4,2,False,False,Rainy,Cinnamon_Roll,18,19,18,1,0,4.0,1.5,72.0,28.5,1.5,43.5,100.0,2
2023-01-14,2023,1,January,14,Saturday,5,2,True,False,Cloudy,Croissant,29,45,29,16,0,3.5,1.2,101.5,54.0,19.2,47.5,100.0,1
2023-01-14,2023,1,January,14,Saturday,5,2,True,False,Cloudy,Baguette,55,58,55,3,0,2.8,0.9,154.0,52.2,2.7,101.8,100.0,1
2023-01-14,2023,1,January,14,Saturday,5,2,True,False,Cloudy,Sourdough,29,32,29,3,0,5.5,2.0,159.5,64.0,6.0,95.5,100.0,3
2023-01-14,2023,1,January,14,Saturday,5,2,True,False,Cloudy,Sandwich,23,36,23,13,0,6.5,2.8,149.5,100.8,36.4,48.7,100.0,1
2023-01-14,2023,1,January,14,Saturday,5,2,True,False,Cloudy,Donut,47,52,47,5,0,2.5,0.8,117.5,41.6,4.0,75.9,100.0,2
2023-01-14,2023,1,January,14,Saturday,5,2,True,False,Cloudy,Muffin,36,39,36,3,0,3.2,1.1,115.2,42.9,3.3,72.3,100.0,2
2023-01-14,2023,1,January,14,Saturday,5,2,True,False,Cloudy,Cinnamon_Roll,35,28,28,0,7,4.0,1.5,112.0,42.0,0.0,70.0,80.0,2
2023-01-15,2023,1,January,15,Sunday,6,2,True,False,Sunny,Croissant,45,46,45,1,0,3.5,1.2,157.5,55.2,1.2,102.3,100.0,1
2023-01-15,2023,1,January,15,Sunday,6,2,True,False,Sunny,Baguette,52,60,52,8,0,2.8,0.9,145.6,54.0,7.2,91.6,100.0,1
2023-01-15,2023,1,January,15,Sunday,6,2,True,False,Sunny,Sourdough,27,33,27,6,0,5.5,2.0,148.5,66.0,12.0,82.5,100.0,3
2023-01-15,2023,1,January,15,Sunday,6,2,True,False,Sunny,Sandwich,31,37,31,6,0,6.5,2.8,201.5,103.6,16.8,97.9,100.0,1
2023-01-15,2023,1,January,15,Sunday,6,2,True,False,Sunny,Donut,51,53,51,2,0,2.5,0.8,127.5,42.4,1.6,85.1,100.0,2
2023-01-15,2023,1,January,15,Sunday,6,2,True,False,Sunny,Muffin,36,40,36,4,0,3.2,1.1,115.2,44.0,4.4,71.2,100.0,2
2023-01-15,2023,1,January,15,Sunday,6,2,True,False,Sunny,Cinnamon_Roll,29,29,29,0,0,4.0,1.5,116.0,43.5,0.0,72.5,100.0,2
2023-01-16,2023,1,January,16,Monday,0,3,False,False,Cloudy,Croissant,20,26,20,6,0,3.5,1.2,70.0,31.2,7.2,38.8,100.0,1
2023-01-16,2023,1,January,16,Monday,0,3,False,False,Cloudy,Baguette,36,34,34,0,2,2.8,0.9,95.2,30.6,0.0,64.6,94.44,1
2023-01-16,2023,1,January,16,Monday,0,3,False,False,Cloudy,Sourdough,15,18,15,3,0,5.5,2.0,82.5,36.0,6.0,46.5,100.0,3
2023-01-16,2023,1,January,16,Monday,0,3,False,False,Cloudy,Sandwich,24,21,21,0,3,6.5,2.8,136.5,58.8,0.0,77.7,87.5,1
2023-01-16,2023,1,January,16,Monday,0,3,False,False,Cloudy,Donut,22,30,22,8,0,2.5,0.8,55.0,24.0,6.4,31.0,100.0,2
2023-01-16,2023,1,January,16,Monday,0,3,False,False,Cloudy,Muffin,23,22,22,0,1,3.2,1.1,70.4,24.2,0.0,46.2,95.65,2
2023-01-16,2023,1,January,16,Monday,0,3,False,False,Cloudy,Cinnamon_Roll,21,16,16,0,5,4.0,1.5,64.0,24.0,0.0,40.0,76.19,2
2023-01-17,2023,1,January,17,Tuesday,1,3,False,False,Sunny,Croissant,27,30,27,3,0,3.5,1.2,94.5,36.0,3.6,58.5,100.0,1
2023-01-17,2023,1,January,17,Tuesday,1,3,False,False,Sunny,Baguette,43,39,39,0,4,2.8,0.9,109.2,35.1,0.0,74.1,90.7,1
2023-01-17,2023,1,January,17,Tuesday,1,3,False,False,Sunny,Sourdough,26,22,22,0,4,5.5,2.0,121.0,44.0,0.0,77.0,84.62,3
2023-01-17,2023,1,January,17,Tuesday,1,3,False,False,Sunny,Sandwich,26,24,24,0,2,6.5,2.8,156.0,67.2,0.0,88.8,92.31,1
2023-01-17,2023,1,January,17,Tuesday,1,3,False,False,Sunny,Donut,33,35,33,2,0,2.5,0.8,82.5,28.0,1.6,54.5,100.0,2
2023-01-17,2023,1,January,17,Tuesday,1,3,False,False,Sunny,Muffin,23,26,23,3,0,3.2,1.1,73.6,28.6,3.3,45.0,100.0,2
2023-01-17,2023,1,January,17,Tuesday,1,3,False,False,Sunny,Cinnamon_Roll,20,19,19,0,1,4.0,1.5,76.0,28.5,0.0,47.5,95.0,2
2023-01-18,2023,1,January,18,Wednesday,2,3,False,False,Sunny,Croissant,25,32,25,7,0,3.5,1.2,87.5,38.4,8.4,49.1,100.0,1
2023-01-18,2023,1,January,18,Wednesday,2,3,False,False,Sunny,Baguette,34,41,34,7,0,2.8,0.9,95.2,36.9,6.3,58.3,100.0,1
2023-01-18,2023,1,January,18,Wednesday,2,3,False,False,Sunny,Sourdough,27,23,23,0,4,5.5,2.0,126.5,46.0,0.0,80.5,85.19,3
2023-01-18,2023,1,January,18,Wednesday,2,3,False,False,Sunny,Sandwich,21,26,21,5,0,6.5,2.8,136.5,72.8,14.0,63.7,100.0,1
2023-01-18,2023,1,January,18,Wednesday,2,3,False,False,Sunny,Donut,33,37,33,4,0,2.5,0.8,82.5,29.6,3.2,52.9,100.0,2
2023-01-18,2023,1,January,18,Wednesday,2,3,False,False,Sunny,Muffin,29,27,27,0,2,3.2,1.1,86.4,29.7,0.0,56.7,93.1,2
2023-01-18,2023,1,January,18,Wednesday,2,3,False,False,Sunny,Cinnamon_Roll,15,20,15,5,0,4.0,1.5,60.0,30.0,7.5,30.0,100.0,2
2023-01-19,2023,1,January,19,Thursday,3,3,False,False,Rainy,Croissant,30,26,26,0,4,3.5,1.2,91.0,31.2,0.0,59.8,86.67,1
2023-01-19,2023,1,January,19,Thursday,3,3,False,False,Rainy,Baguette,44,34,34,0,10,2.8,0.9,95.2,30.6,0.0,64.6,77.27,1
2023-01-19,2023,1,January,19,Thursday,3,3,False,False,Rainy,Sourdough,17,18,17,1,0,5.5,2.0,93.5,36.0,2.0,57.5,100.0,3
2023-01-19,2023,1,January,19,Thursday,3,3,False,False,Rainy,Sandwich,19,21,19,2,0,6.5,2.8,123.5,58.8,5.6,64.7,100.0,1
2023-01-19,2023,1,January,19,Thursday,3,3,False,False,Rainy,Donut,22,30,22,8,0,2.5,0.8,55.0,24.0,6.4,31.0,100.0,2
2023-01-19,2023,1,January,19,Thursday,3,3,False,False,Rainy,Muffin,25,22,22,0,3,3.2,1.1,70.4,24.2,0.0,46.2,88.0,2
2023-01-19,2023,1,January,19,Thursday,3,3,False,False,Rainy,Cinnamon_Roll,18,16,16,0,2,4.0,1.5,64.0,24.0,0.0,40.0,88.89,2
2023-01-20,2023,1,January,20,Friday,4,3,False,False,Rainy,Croissant,25,30,25,5,0,3.5,1.2,87.5,36.0,6.0,51.5,100.0,1
2023-01-20,2023,1,January,20,Friday,4,3,False,False,Rainy,Baguette,38,39,38,1,0,2.8,0.9,106.4,35.1,0.9,71.3,100.0,1
2023-01-20,2023,1,January,20,Friday,4,3,False,False,Rainy,Sourdough,21,21,21,0,0,5.5,2.0,115.5,42.0,0.0,73.5,100.0,3
2023-01-20,2023,1,January,20,Friday,4,3,False,False,Rainy,Sandwich,20,24,20,4,0,6.5,2.8,130.0,67.2,11.2,62.8,100.0,1
2023-01-20,2023,1,January,20,Friday,4,3,False,False,Rainy,Donut,34,34,34,0,0,2.5,0.8,85.0,27.2,0.0,57.8,100.0,2
2023-01-20,2023,1,January,20,Friday,4,3,False,False,Rainy,Muffin,26,26,26,0,0,3.2,1.1,83.2,28.6,0.0,54.6,100.0,2
2023-01-20,2023,1,January,20,Friday,4,3,False,False,Rainy,Cinnamon_Roll,16,19,16,3,0,4.0,1.5,64.0,28.5,4.5,35.5,100.0,2
2023-01-21,2023,1,January,21,Saturday,5,3,True,False,Sunny,Croissant,47,50,47,3,0,3.5,1.2,164.5,60.0,3.6,104.5,100.0,1
2023-01-21,2023,1,January,21,Saturday,5,3,True,False,Sunny,Baguette,48,64,48,16,0,2.8,0.9,134.4,57.6,14.4,76.8,100.0,1
2023-01-21,2023,1,January,21,Saturday,5,3,True,False,Sunny,Sourdough,37,35,35,0,2,5.5,2.0,192.5,70.0,0.0,122.5,94.59,3
2023-01-21,2023,1,January,21,Saturday,5,3,True,False,Sunny,Sandwich,43,40,40,0,3,6.5,2.8,260.0,112.0,0.0,148.0,93.02,1
2023-01-21,2023,1,January,21,Saturday,5,3,True,False,Sunny,Donut,58,57,57,0,1,2.5,0.8,142.5,45.6,0.0,96.9,98.28,2
2023-01-21,2023,1,January,21,Saturday,5,3,True,False,Sunny,Muffin,33,43,33,10,0,3.2,1.1,105.6,47.3,11.0,58.3,100.0,2
2023-01-21,2023,1,January,21,Saturday,5,3,True,False,Sunny,Cinnamon_Roll,25,31,25,6,0,4.0,1.5,100.0,46.5,9.0,53.5,100.0,2
2023-01-22,2023,1,January,22,Sunday,6,3,True,False,Cloudy,Croissant,32,42,32,10,0,3.5,1.2,112.0,50.4,12.0,61.6,100.0,1
2023-01-22,2023,1,January,22,Sunday,6,3,True,False,Cloudy,Baguette,56,54,54,0,2,2.8,0.9,151.2,48.6,0.0,102.6,96.43,1
2023-01-22,2023,1,January,22,Sunday,6,3,True,False,Cloudy,Sourdough,29,30,29,1,0,5.5,2.0,159.5,60.0,2.0,99.5,100.0,3
2023-01-22,2023,1,January,22,Sunday,6,3,True,False,Cloudy,Sandwich,34,34,34,0,0,6.5,2.8,221.0,95.2,0.0,125.8,100.0,1
2023-01-22,2023,1,January,22,Sunday,6,3,True,False,Cloudy,Donut,56,48,48,0,8,2.5,0.8,120.0,38.4,0.0,81.6,85.71,2
2023-01-22,2023,1,January,22,Sunday,6,3,True,False,Cloudy,Muffin,31,36,31,5,0,3.2,1.1,99.2,39.6,5.5,59.6,100.0,2
2023-01-22,2023,1,January,22,Sunday,6,3,True,False,Cloudy,Cinnamon_Roll,21,26,21,5,0,4.0,1.5,84.0,39.0,7.5,45.0,100.0,2
2023-01-23,2023,1,January,23,Monday,0,4,False,False,Sunny,Croissant,31,29,29,0,2,3.5,1.2,101.5,34.8,0.0,66.7,93.55,1
2023-01-23,2023,1,January,23,Monday,0,4,False,False,Sunny,Baguette,34,37,34,3,0,2.8,0.9,95.2,33.3,2.7,61.9,100.0,1
2023-01-23,2023,1,January,23,Monday,0,4,False,False,Sunny,Sourdough,23,20,20,0,3,5.5,2.0,110.0,40.0,0.0,70.0,86.96,3
2023-01-23,2023,1,January,23,Monday,0,4,False,False,Sunny,Sandwich,24,23,23,0,1,6.5,2.8,149.5,64.4,0.0,85.1,95.83,1
2023-01-23,2023,1,January,23,Monday,0,4,False,False,Sunny,Donut,44,33,33,0,11,2.5,0.8,82.5,26.4,0.0,56.1,75.0,2
2023-01-23,2023,1,January,23,Monday,0,4,False,False,Sunny,Muffin,24,25,24,1,0,3.2,1.1,76.8,27.5,1.1,49.3,100.0,2
2023-01-23,2023,1,January,23,Monday,0,4,False,False,Sunny,Cinnamon_Roll,13,18,13,5,0,4.0,1.5,52.0,27.0,7.5,25.0,100.0,2
2023-01-24,2023,1,January,24,Tuesday,1,4,False,False,Cloudy,Croissant,26,28,26,2,0,3.5,1.2,91.0,33.6,2.4,57.4,100.0,1
2023-01-24,2023,1,January,24,Tuesday,1,4,False,False,Cloudy,Baguette,28,36,28,8,0,2.8,0.9,78.4,32.4,7.2,46.0,100.0,1
2023-01-24,2023,1,January,24,Tuesday,1,4,False,False,Cloudy,Sourdough,20,20,20,0,0,5.5,2.0,110.0,40.0,0.0,70.0,100.0,3
2023-01-24,2023,1,January,24,Tuesday,1,4,False,False,Cloudy,Sandwich,20,22,20,2,0,6.5,2.8,130.0,61.6,5.6,68.4,100.0,1
2023-01-24,2023,1,January,24,Tuesday,1,4,False,False,Cloudy,Donut,33,32,32,0,1,2.5,0.8,80.0,25.6,0.0,54.4,96.97,2
2023-01-24,2023,1,January,24,Tuesday,1,4,False,False,Cloudy,Muffin,24,24,24,0,0,3.2,1.1,76.8,26.4,0.0,50.4,100.0,2
2023-01-24,2023,1,January,24,Tuesday,1,4,False,False,Cloudy,Cinnamon_Roll,16,17,16,1,0,4.0,1.5,64.0,25.5,1.5,38.5,100.0,2
2023-01-25,2023,1,January,25,Wednesday,2,4,False,False,Stormy,Croissant,18,20,18,2,0,3.5,1.2,63.0,24.0,2.4,39.0,100.0,1
2023-01-25,2023,1,January,25,Wednesday,2,4,False,False,Stormy,Baguette,28,26,26,0,2,2.8,0.9,72.8,23.4,0.0,49.4,92.86,1
2023-01-25,2023,1,January,25,Wednesday,2,4,False,False,Stormy,Sourdough,16,14,14,0,2,5.5,2.0,77.0,28.0,0.0,49.0,87.5,3
